"ID#","SERIES","SHOT","YEAR","MON","DAY","TIME","SITE","LAT","LONG","NT","HOLE","HOB","GZALT","NT","TYPE","PUR","YD-MN","YD-MX","YD-EST","NT","YIELD","MAG","CRAT","VENT","DEVIC","WARHEAD","R","N","SOURCES"
"34","1970","Dragon","1970","MAY","30","17:59:59.9","PFA-FR","-22.30900","-138.60600","","","500","","","A-B","WR","945","","","","945","4.44","","","TN","","","","1,2,3,5"
"35","1970","Eridan","1970","JUN","24","18:30","PMU-DE","-21.83000","-138.88000","?","","220","","","A-B","WR","12","","","","12","","","","","","","","1,2,3,5"
"36","1970","Licorne","1970","JUL","3","18:30:00.3","PMU-DI","-21.93500","-138.91700","","","500","","","A-B","WR","914","","","","914","4.65","","","TN","TN-60","","","1,2,3,5"
"37","1970","Pegase","1970","JUL","27","19:00","PMU-DE","-21.83000","-138.88000","?","","220","","","A-B","WR","0.05","","","","0.05","","","","","","","","1,2,3,5"
"38","1970","Orion","1970","AUG","2","19:00","PFA-FR","-21.78600","-138.89300","","","400","","","A-B","WR","72","","","","72","","","","","","","","1,2,3,5"
"39","1970","Toucan","1970","AUG","6","19:00","PMU-DI","-21.83000","-138.88000","?","","500","","","A-B","WR","594","","","","594","","","","TN?","","","","1,2,3,5"
"40","1971","Dione","1971","JUN","5","19:15","PMU-DE","-21.83000","-138.88000","?","","275","","","A-B","WR","34","","20","","34","","","","IP","AN-51","","","1,2,3,5"
"41","1971","Encelade","1971","JUN","12","19:14:57.3","PMU-DI","-23.80000","-137.20000","","","450","","","A-B","WR","440","","","","440","","","","BF","MR-41","","","1,2,3,5"
"42","1971","Japet","1971","JUL","4","21:30","PMU-DE","-21.83000","-138.88000","?","","230","","","A-B","WR","9","","","","9","","","","","TN-60","","","1,2,3,5"
"43","1971","Phoebe","1971","AUG","8","18:30","PMU-DE","-21.83000","-138.88000","?","","230","","","A-B","WR","4","","","","4","","","","","TN-60","","","1,2,3,5"
"44","1971","Rhea","1971","AUG","14","19:00:00.8","PMU-DI","-21.82300","-138.97600","","","480","","","A-B","WR","955","","","","955","4.65","","","TN","TN-60","","","1,2,3,5"
"45","1972","Umbriel","1972","JUN","25","19:00","PMU-DE","-21.83000","-138.88000","?","","230","","","A-B","WR","0.5","","","","0.5","","","","PR","TN-60","","","1,2,3,5"
"46","1972","Titania","1972","JUN","30","18:30","PMU-DI","-21.83000","-138.88000","?","","220","","","A-B","WR","4","","","","4","","","","PR","TN-60","","","1,2,3,5"
"47","1972","Oberon","1972","JUL","27","18:40","PMU-DI","-21.83000","-138.88000","?","","220","","","A-B","WR","6","","","","6","","","","PR","TN-60","","","1,2,3,5"
"48","1972","Ariel","1972","JUL","31","22:30","PMU-CO","-21.79000","-138.91000","*","","10","","","AS","SE","0.001","","","","0.001","","","","FZ","TN-60?","","","3,5,a"
"49","1973","Euterpe","1973","JUL","21","18:00","PMU-DI","-21.83000","-138.88000","?","","220","","","A-B","WR","11","","","","11","","","","","TN-60","","","1,2,3,5"
"50","1973","Melpomene","1973","JUL","28","23:06","PMU-DE","-21.83000","-138.88000","?","","270","","","A-B","WR","0.05","","","","0.05","","","","","TN-60?","","","1,2,3,5"
"51","1973","Pallas","1973","AUG","18","18:15","PMU-DE","-21.83000","-138.88000","?","","270","","","A-B","WR","4","","","","4","","","","","TN-60?","","","1,2,3,5"
"52","1973","Parthenope","1973","AUG","24","18:00","PMU-DI","-21.83000","-138.88000","?","","220","","","A-B","WR","0.2","","","","0.2","","","","","TN-60?","","","1,2,3,5"
"53","1973","Tamara","1973","AUG","28","18:30","PMU","-21.83000","-138.88000","?","","250","","","A-AD","WR","6","","6.6","","6.6","","","","IP","AN-52","","*","1,2,3,5"
"54","1973","Vesta","1973","SEP","13","15:42","PMU-CO","-21.79000","-138.91000","*","","4.1","","","AS","SE","0","","","","0","","","","ND","","","","3,5"
"55","1974","Capricorne","1974","JUN","16","17:30","PMU-DI","-21.83000","-138.88000","?","","220","","","A-B","WR","4","","","","4","","","","","TN-70?","","","1,2,3,5"
"56","1974","Belier","1974","JUL","1","17:30","PMU-CO","-21.79000","-138.91000","*","","5.6","","","AS","SE","0","","","","0","","","","ND","","","","3,5"
"57","1974","Gemeaux","1974","JUL","7","23:15","PMU-DI","-21.83000","-138.88000","?","","312","","","A-B","WR","150","","","","150","","","","TN","TN-70?","","","1,2,3,5"
"58","1974","Centaure","1974","JUL","17","17:00","PMU-DE","-21.83000","-138.88000","?","","270","","","A-B","WR","4","","","","4","","","","","TN-80?","","","1,2,3,5"
"59","1974","Maquis","1974","JUL","25","17:30","PMU","-21.83000","-138.88000","?","","250","","","A-AD","WR","8","","","","8","","","","IP","AN-52","","*","1,2,3,5"
"60","1974","Persee","1974","JUL","28","17:30","PMU-CO","-21.79000","-138.91000","*","","5.6","","","AS","SE","0.001","","","","0.001","","","","FZ","","","","3,5"
"61","1974","Scorpion","1974","AUG","14","00:30","PMU-DI","-21.83000","-138.88000","?","","312","","","A-B","WR","96","","","","96","","","","","","","","1,2,3,5"
"62","1974","Taurue","1974","AUG","24","23:45","PMU-DE","-21.83000","-138.88000","?","","270","","","A-B","WR","14","","","","14","","","","","","","","1,2,3,5"
"63","1974","Verseau","1974","SEP","14","23:30","PMU-DI","-21.87100","-139.01000","","","433","","","A-B","WR","332","","","","332","","","","TN","TN-60?","","","1,2,3,5"
"64","1975","Achille","1975","JUN","5","18:15","PFA-R1","-22.28000","-138.74000","*","","-623","","","UG-S","WR","0","5","23","S","5","5.33","","","","","","","1,2,3,5,a"
"65","1975","Hector","1975","NOV","26","00:48","PFA-R1","-22.28000","-138.74000","*","","-585","","","UG-S","WR","5","10","17","S","5","5.23","","","","","","","1,2,3,5,a"
"66","1976","Patrocle","1976","APR","3","17:07","PMU-R","-21.83000","-138.88000","?","","-600","","","UG-S","WR","0","5","1","","1","","","","","","","","1,2,3,5,a"
"67","1976","Menelas","1976","JUL","11","00:30:00.5","PMU-R","-21.86300","-138.78600","","","","","","UG-S","WR","5","20","12","S","12","5.09","","","","","","","1,2,3,5,a"
"68","1976","Calypso","1976","JUL","22","19:00","PMU-R","-21.80000","-138.90000","*","","-280","","MN","UG-S","SE","0","","0","","0","","","","ND","","","","2,3,5,a"
"69","1976","Ulysse A","1976","OCT","30","22:59:59","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","1","","1","","","","","","","","1,3,5,a"
"70","1976","Astanax","1976","DEC","5","23:00:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","1","","1","","","","","","","","1,3,5,a"
"71","1977","Ulysse B","1977","FEB","19","23:30:00.4","PMU-R","-21.84000","-138.84800","","","","","","UG-S","WR","5","20","5","S","5","4.81","","","","","","","1,2,3,5,a"
"72","1977","Nestor","1977","MAR","19","23:00:59.9","PMU-R34","-21.88700","-138.92000","","","","","","UG-S","WR","20","150","47","S","47","5.59","","","","","","","1,2,3,5,a"
"73","1977","Oedipe","1977","APR","2","23:30:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","1","","1","","","","","","","","1,3,5,a"
"74","1977","Andromaque","1977","JUN","28","18:15","PMU-R","-21.80000","-138.90000","*","","-280","","MN","UG-S","SE","0","","0","","0","","","","ND","","","","3,5,a"
"75","1977","Ajax","1977","JUL","6","22:59:58.52","PMU-R","-21.78300","-138.96000","","","","","","UG-S","WR","5","20","28","S","20","5.40","","","","","","","1,2,3,5,a"
"76","1977","Clytemnestre","1977","JUL","12","23:00","PMU-R","-21.80000","-138.90000","*","","-280","","MN","UG-S","SE","0","","0","","0","","","","ND","","","","3,5,a"
"77","1977","Oreste","1977","NOV","12","01:30:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","16","S","5","5.20","","","","","","","1,2,3,5,a"
"78","1977","Enee","1977","NOV","24","16:59:59.9","PMU-R34","-21.88400","-138.88600","","","","","","UG-S","WR","20","150","50","S","50","5.61","","","","","","","1,2,3,5,a"
"79","1977","Laocoon","1977","DEC","17","22:00:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","12","S","5","5.09","","","","","","","1,2,3,5,a"
"80","1978","Polypheme","1978","FEB","27","23:00:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","1","S","1","4.03","","","","","","","1,2,3,5,a"
"81","1978","Pylade","1978","MAR","22","17:30:00.5","PMU-R","-21.70500","-138.93400","","","","","","UG-S","WR","0","5","12","S","5","5.09","","","ER","","","","1,2,3,5,a"
"82","1978","Hecube","1978","MAR","25","17:30:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","1","","1","","","","","","","","1,3,5,a"
"83","1978","Xanthois","1978","JUL","1","17:00:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","1","","1","","","","","","","","1,3,5,a"
"84","1978","Ares","1978","JUL","19","18:00:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","5","20","2","S","5","4.40","","","","","","","1,2,3,5,a"
"85","1978","Idomenee","1978","JUL","26","23:00:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","4","S","4","4.73","","","","","","","1,2,3,5,a"
"86","1978","Schedios","1978","NOV","2","18:00:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","3","S","3","4.55","","","","","","","1,2,3,5,a"
"87","1978","Aphrodite","1978","NOV","14","18:00","PMU-R","-21.80000","-138.90000","*","","-280","","MN","UG-S","SE","0","","0","","0","","","","ND","","","","3,5,a"
"88","1978","Priam","1978","NOV","30","17:31:58.48","PMU-R34","-21.86800","-138.95000","","","","","","UG-S","WR","20","150","64","S","64","5.70","","","","","","","1,2,3,5,a"
"89","1978","Eteocle","1978","DEC","17","18:04:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","14","S","5","5.15","","","","","","","1,2,3,5,a"
"90","1978","Eumee","1978","DEC","19","16:57:01.5","PMU-R","-21.76800","-138.93400","","","","","","UG-S","WR","5","20","12","S","12","5.09","","","","","","","1,2,3,5,a"
"91","1979","Penthesilee","1979","MAR","1","17:24:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","5","20","8","S","8","4.95","","","ER?","","","","1,2,3,5,a"
"92","1979","Philoctete","1979","MAR","9","16:37:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","5","20","14","S","14","5.15","","","ER?","","","","1,2,3,5,a"
"93","1979","Agapenor","1979","MAR","24","16:28:00.4","PMU-R","-21.80600","-138.93300","","","","","","UG-S","WR","5","20","8","S","8","4.95","","","","","","","1,2,3,5,a"
"94","1979","Polydore","1979","APR","4","18:07:00.5","PMU-R","-21.85000","-138.70200","","","","","","UG-S","WR","5","20","6","S","6","4.85","","","","","","","1,2,3,5,a"
"95","1979","Pyrrhos","1979","JUN","18","23:27:00.7","PMU-R","-21.81000","-138.80900","","","","","","UG-S","WR","5","20","4","S","5","4.73","","","ER?","","","","1,2,3,5,a"
"96","1979","Egisthe","1979","JUN","29","18:56:00.2","PMU-R34","-21.81800","-138.90300","","","","","","UG-S","WR","20","150","28","S","28","5.40","","","","","","","1,2,3,5,a"
"97","1979","Tydee","1979","JUL","25","17:57:00","PMU-R34","-21.88000","-138.94000","","","","","","UG-S","WR","20","150","112","S","112","5.90","","","","","","","1,2,3,5,a"
"98","1979","Palamede","1979","JUL","28","19:56:00.3","PMU-R","-21.80900","-138.81200","","","","","","UG-S","WR","0","5","14","S","5","5.15","","","ER?","","","","1,2,3,5,a"
"99","1979","Chrysotemis","1979","NOV","19","17:53:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","1","","1","","","","","","","","1,3,5,a"
"100","1979","Atree","1979","NOV","22","19:14:13","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","4","S","4","4.73","","","","","","","1,2,3,5,a"
"101","1980","Thyetse","1980","FEB","23","18:03:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","1","S","2","4.32","","","","","","","1,2,3,5,a"
"102","1980","Adraste","1980","MAR","3","17:56:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","11","S","5","5.07","","","","","","","1,2,3,5,a"
"103","1980","Thesee","1980","MAR","23","19:36:58.49","PMU-R34","-21.86100","-138.93900","","","","","","UG-S","WR","20","150","78","S","80","5.77","","","","","","","1,2,3,5,a"
"104","1980","Boros","1980","APR","1","19:31:00.2","PMU-R","-21.84500","-138.75800","","","","","","UG-S","WR","5","20","18","S","18","5.25","","","","","","","1,2,3,5,a"
"105","1980","Pelpos","1980","APR","4","18:33:00.1","PMU-R","-21.92100","-138.79900","","","","","","UG-S","WR","5","20","2","S","5","4.37","","","","","","","1,2,3,5,a"
"106","1980","Eurypyle","1980","JUN","16","18:26:58.56","PMU-R34","-21.87000","-138.89900","","","","","","UG-S","WR","20","150","26","S","26","5.37","","","","","","","1,2,3,5,a"
"107","1980","Ilus","1980","JUN","21","17:01:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","5","20","9","S","9","5.01","","","ER","","","","1,2,3,5,a"
"108","1980","Chryses","1980","JUL","6","17:27:00.5","PMU-R","-21.84900","-138.84800","","","","","","UG-S","WR","5","20","5","S","5","4.77","","","","","","","1,2,3,5,a"
"109","1980","Leda","1980","JUL","9","18:03","PMU-R","-21.80000","-138.90000","*","","-280","","MN","UG-S","SE","0","","0","","0","","","","ND","","","","3,5,a"
"110","1980","Asios","1980","JUL","19","23:46:58.51","PMU-R34","-21.86100","-138.93400","","","","","","UG-S","WR","20","150","78","S","80","5.77","","","","","","","1,2,3,5,a"
"111","1980","Laerte","1980","NOV","25","17:53:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","2","S","2","4.47","","","","","","","1,2,3,5,a"
"112","1980","Diomede","1980","DEC","3","17:32:58.48","PMU-R34","-21.87500","-138.93900","","","","","","UG-S","WR","20","150","51","S","51","5.62","","","TN","TN-70","","","1,2,3,5,a"
"113","1981","Broteas","1981","FEB","27","23:28:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","8","S","5","4.95","","","","","","","1,2,3,5,a"
"114","1981","Tyro","1981","MAR","6","17:27:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","2","S","2","4.40","","","","","","","1,2,3,5,a"
"115","1981","Iphicles","1981","MAR","28","17:23:00.6","PMU-R","-21.79000","-138.67800","","","","","","UG-S","WR","5","20","5","S","5","4.77","","","","","","","1,2,3,5,a"
"116","1981","Clymene","1981","APR","10","17:57:00.5","PMU-L","-21.79500","-138.94600","","","","0","","UG-S","WR","5","20","8","S","8","4.95","","","","","","","1,2,3,5,a"
"117","1981","Lyncee","1981","JUL","8","22:23:00.3","PMU-R","-21.79100","-139.04600","","","","","","UG-S","WR","5","20","22","S","20","5.32","","","","","","","1,2,3,5,a"
"118","1981","Eryx","1981","JUL","11","17:17:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","8","S","5","4.95","","","","","","","1,2,3,5,a"
"119","1981","Theras","1981","JUL","18","17:43:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","2","S","2","4.47","","","","","","","1,2,3,5,a"
"120","1981","Agenor","1981","AUG","3","18:32:58.58","PMU-R34","-21.82400","-138.90300","","","","","","UG-S","WR","20","150","16","S","20","5.21","","","ER","","","","1,2,3,5,a"
"121","1981","Leto","1981","NOV","6","17:03:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","1","","1","","","","","","","","1,2,3,5,a"
"122","1981","Procles","1981","NOV","11","17:07:00.2","PMU-R","-21.85600","-138.95400","","","","","","UG-S","","5","20","3","S","5","4.55","","","","","","","1,2,3,5,a"
"123","1981","Cilix","1981","DEC","5","16:58:01.1","PMU-R","-21.68500","-138.93300","","","","","","UG-S","","5","20","5","S","5","4.81","","","","","","","1,2,3,5,a"
"124","1981","Cadmos","1981","DEC","8","16:47:00.2","PMU-L","-21.79700","-138.92700","","","","0","","UG-S","","5","20","15","S","15","5.17","","","","","","","1,2,3,5,a"
"125","1982","Aerope","1982","FEB","20","17:33:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","3","S","3","4.58","","","","","","","1,2,3,5,a"
"126","1982","Deiphobe","1982","FEB","24","18:15:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","1","","1","","","","","","","","1,2,3,5,a"
"127","1982","Rhesos","1982","MAR","20","17:03:00.2","PMU-L","-21.84600","-138.86800","","","","0","","UG-S","WR","5","20","17","S","17","5.23","","","ER","","","","1,2,3,5,a"
"128","1982","Evevos","1982","MAR","23","17:07:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","0.5","S","0.5","","","","","","","","1,2,3,5,a"
"129","1982","Aeson","1982","MAR","31","16:30","PMU-R","-21.80000","-138.90000","*","","-280","","MN","UG-S","SE","0","","0","","0","","","","ND","","","","3,5,a"
"130","1982","Laodice","1982","JUN","27","17:00:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","2","S","2","4.37","","","","","","","1,2,3,5,a"
"131","1982","Antilokos","1982","JUL","1","17:02:00.2","PMU-R34","-21.76900","-138.94600","","","","","","UG-S","WR","20","150","20","S","20","5.28","","","","","","","1,2,3,5,a"
"132","1982","Pitane","1982","JUL","21","17:13:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","2","S","2","4.47","","","","","","","1,2,3,5,a"
"133","1982","Laios","1982","JUL","25","18:02:00.0","PMU-L","-21.83600","-138.89600","","","","0","","UG-S","WR","20","80","56","S","56","5.65","","","","","","","1,2,3,5,a"
"134","1982","Procris","1982","NOV","27","17:02:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","0.5","S","0.5","","","","","","","","1,2,3,5,a"
"135","1983","Eurytos","1983","APR","19","18:53:00.2","PMU-L","-21.81900","-138.87200","","","","0","","UG-S","WR","20","80","40","S","40","5.53","","","","","","","1,2,3,5,a"
"136","1983","Automedon","1983","APR","25","17:32:59","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","0.25","S","0.25","4.25","","","","","","","1,2,3,5,a"
"137","1983","Cinyras","1983","MAY","25","17:31:00.1","PMU-L","-21.86100","-138.91700","","","","0","","UG-S","WR","20","80","42","S","42","5.55","","","","","","","1,2,3,5,a"
"138","1983","Burisis","1983","JUN","18","17:31:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","3","S","3","4.58","","","","","","","1,2,3,5,a"
"139","1983","Oxylos","1983","JUN","28","17:46:00.2","PMU-L","-21.76700","-138.87100","","","","0","","UG-S","WR","5","20","33","S","20","5.46","","","","","","","1,2,3,5,a"
"140","1983","Battos","1983","JUL","20","20:30:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","5","20","10","S","10","5.04","","","","","","","1,2,3,5,a"
"141","1983","Carnabon","1983","AUG","4","17:14:00.2","PMU-L","-21.83500","-138.82900","","","","0","","UG-S","WR","20","80","8","S","20","4.95","","","","","","","1,2,3,5,a"
"142","1983","Linos","1983","DEC","3","16:58:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","4","S","4","4.73","","","","","","","1,2,3,5,a"
"143","1983","Gyges","1983","DEC","7","17:28:00.3","PMU-L","-21.82900","-138.92800","","","","0","","UG-S","WR","5","20","15","S","15","5.17","","","","","","","1,2,3,5,a"
"144","1984","Demophon","1984","MAY","8","17:26:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","22","S","5","5.32","","","","","","","1,2,3,5,a"
"145","1984","Midas","1984","MAY","12","17:31:00.0","PMU-L","-21.86300","-138.90100","","","","0","","UG-S","WR","20","80","56","S","56","5.65","","","","","","","1,2,3,5,a"
"146","1984","Aristee","1984","JUN","12","17:16:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","5","20","2","S","5","4.47","","","","","","","1,2,3,5,a"
"147","1984","Echemos","1984","JUN","16","17:44:00.0","PMU-L","-21.84900","-138.88000","","","","0","","UG-S","WR","20","80","34","S","34","5.47","","","","","","","1,2,3,5,a"
"148","1984","Machaon","1984","OCT","27","17:16:00.4","PMU-R","-22.06400","-138.47700","","","","","","UG-S","WR","5","20","3","S","5","4.54","","","","","","","1,2,3,5,a"
"149","1984","Acaste","1984","NOV","2","20:45:00.1","PMU-L","-21.85700","-138.92000","","","","0","","UG-S","WR","20","80","34","S","34","5.47","","","","","","","1,2,3,5,a"
"150","1984","Miletos","1984","DEC","1","16:51:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","0.5","S","0.5","4.17","","","","","","","1,2,3,5,a"
"151","1984","Memnon","1984","DEC","6","17:29:00.2","PMU-L","-21.83700","-138.89000","","","","0","","UG-S","WR","20","80","53","S","53","5.63","","","","","","","1,2,3,5,a"
"152","1985","Cercyon","1985","APR","30","17:29:00.6","PMU-R","-21.82900","-138.95200","","","","","","UG-S","WR","5","20","13","S","13","5.12","","","","","","","1,2,3,5,a"
"153","1985","Nisos","1985","MAY","8","20:28:00.2","PMU-L","-21.83100","-138.98100","","","","0","","UG-S","WR","20","80","90","S","80","5.82","","","","","","","1,2,3,5,a"
"154","1985","Talaos","1985","JUN","3","17:30:00.6","PMU-R","-21.81600","-138.89700","","","","","","UG-S","WR","5","20","11","S","11","5.07","","","","","","","1,2,3,5,a"
"155","1985","Erginos","1985","JUN","7","17:40:00","PMU-L","-21.80000","-138.90000","*","","","0","","UG-S","WR","5","20","5","S","5","4.77","","","","","","","1,2,3,5,a"
"156","1985","Hero","1985","OCT","24","17:50:00","PMU-R","-21.80000","-138.90000","*","","-700","","","UG-S","WR","0","5","2","S","2","4.47","","","","TN-81?","","","1,2,3,5,a"
