"ID#","SERIES","SHOT","YEAR","MON","DAY","TIME","SITE","LAT","LONG","NT","HOLE","HOB","GZALT","NT","TYPE","PUR","YD-MN","YD-MX","YD-EST","NT","YIELD","MAG","CRAT","VENT","DEVIC","WARHEAD","R","N","SOURCES"
"30","Snapper","Fox","1952","MAY","25","11:59:59.6","NTS-YF","37.09560","-116.10560","","4","90","","","AS-T","WR","11","","","","11","","","","","Mk-5","LANL","","1,2,3"
"31","Snapper","George","1952","JUN","1","11:54:59.8","NTS-YF","37.04810","-116.02110","","3","90","","","AS-T","WR","15","","","","15","","","","","Mk-5","LANL","","1,2,3"
"32","Snapper","How","1952","JUN","5","11:55:00.3","NTS-YF","37.13860","-116.11780","","2","90","","","AS-T","WR","14","","","","14","","","","","TX-12","LANL","","1,2,3"
"33","Ivy","Mike","1952","OCT","31","19:14:59.4","EN","11.23720","162.19640","","","10","","","AS","WR","10400","","","","10400","","1902","","TN","","LANL","","1,2,3"
"34","Ivy","King","1952","NOV","15","23:30:00.0","EN","11.56220","162.35250","","","450","","","A-AD","WR","500","","","","500","","","","FS","Mk-18F","LANL","","1,2,3"
"35","Upshot-Knothole","Annie","1953","MAR","17","13:20:00.3","NTS-YF","37.04780","-116.02110","","3","90","","","AS-T","WR","16","","","","16","","","","","Mk-5","LANL","","1,2,3"
"36","Upshot-Knothole","Nancy","1953","MAR","24","13:10:00.0","NTS-YF","37.09560","-116.10280","","4","90","","","AS-T","WR","24","","","","24","","","","","TX-15","LANL","","1,2,3"
"37","Upshot-Knothole","Ruth","1953","MAR","31","13:00:00.0","NTS-YF","37.08280","-116.02390","","7","90","","","AS-T","WR","0.2","","","","0.2","","","","","","LLNL","","1,2"
"38","Upshot-Knothole","Dixie","1953","APR","6","15:29:38.4","NTS-YF","37.08470","-116.01800","","7","1830","","","A-AD","WR","11","","","","11","","","","","Mk-5D","LANL","","1,2,3"
"39","Upshot-Knothole","Ray","1953","APR","11","12:44:59.8","NTS-YF","37.09890","-116.09250","","4","30","","","AS-T","WR","0.2","","","","0.2","","","","","","LLNL","","1,2"
"40","Upshot-Knothole","Badger","1953","APR","18","12:35:00.0","NTS-YF","37.13830","-116.11780","","2","90","","","AS-T","WR","23","","","","23","","","","","TX-16","LANL","","1,2,3"
"41","Upshot-Knothole","Simon","1953","APR","25","12:29:59.8","NTS-YF","37.05310","-116.10280","","1","90","","","AS-T","WR","43","","","","43","","","","","TX-17/24","LLNL","","1,2,3"
"42","Upshot-Knothole","Encore","1953","MAY","8","15:29:55.4","NTS-FF","36.80000","-115.92890","??","5","740","","","A-AD","WE","27","","","","27","","","","","Mk-6D","LANL","","1,2,3"
"43","Upshot-Knothole","Harry","1953","MAY","19","12:04:59.5","NTS-YF","37.04030","-116.02530","","3","90","","","AS-T","WR","32","","","","32","","","","","TX-13D","LANL","","1,2,3"
"44","Upshot-Knothole","Grable","1953","MAY","25","15:30:00.3","NTS-FF","36.79310","-115.91470","","5","160","","","A","WR","15","","","","15","","","","","Mk-9 AFAP","LANL","*","1,2,3"
"45","Upshot-Knothole","Climax","1953","JUN","4","11:14:56.7","NTS-YF","37.08750","-116.01830","","7","410","","","A-AD","WR","61","","","","61","","","","","Mk-7","LANL","","1,2,3"
"46","Castle","Bravo","1954","FEB","28","18:45:00.0","BK","11.69080","165.27360","","","2","","","AS","WR","15000","","","","15000","","1984","","TN","TX-21","LANL","","1,2,3"
"47","Castle","Romeo","1954","MAR","26","18:30:00.4","BK","11.69080","165.27300","","","4.3","","","AW-BG","WR","11000","","","","11000","","","","","EC17","LANL","","1,2,3"
"48","Castle","Koon","1954","APR","6","18:20:00.4","BK","11.49670","165.36750","","","2.9","","","AS","WR","110","","","","110","","302","","","","LLNL","","1,2,3"
"49","Castle","Union","1954","APR","25","18:10:00.6","BK","11.66640","165.38720","","","4","","","AW-BG","WR","6900","","","","6900","","915","","","","LANL","","1,2,3"
"50","Castle","Yankee","1954","MAY","4","18:10:00.1","BK","11.66560","165.38690","","","4.3","","","AW-BG","WR","13500","","","","13500","","","","","EC24","LANL","","1,2,3"
"51","Castle","Nectar","1954","MAY","13","18:20:00.1","EN","11.67050","162.19640","","","4.3","","","AW-BG","WR","1690","","","","1690","","","","","TX-15","LANL","","1,2,3"
"52","Teapot","Wasp","1955","FEB","18","19:59:59.2","NTS-YF","37.08670","-116.02190","","7","230","","","A-AD","WE","1","","","","1","","","","","","LANL","","1,2"
"53","Teapot","Moth","1955","FEB","22","13:45:00.0","NTS-YF","37.04780","-116.02110","","3","90","","","AS-T","WR","2","","","","2","","","","","XW-30?","LANL","","1,2,3"
"54","Teapot","Tesla","1955","MAR","1","13:30:00.3","NTS-YF","37.12550","-116.04750","","9","90","","","AS-T","WR","7","","","","7","","","","","","LLNL","","1,2"
"55","Teapot","Turk","1955","MAR","7","13:20:00.2","NTS-YF","37.13830","-116.11750","","2","150","","","AS-T","WR","43","","","","43","","","","","","LLNL","","1,2"
"56","Teapot","Hornet","1955","MAR","12","13:19:59.8","NTS-YF","37.04030","-116.02530","","3","90","","","AS-T","WR","4","","","","4","","","","","XW-30?","LANL","","1,2,3"
"57","Teapot","Bee","1955","MAR","22","13:04:59.9","NTS-YF","37.09470","-116.02390","","7","150","","","AS-T","WR","8","","","","8","","","","","XW-25?","LANL","","1,2,3"
"58","Teapot","Ess","1955","MAR","23","20:30:00.0","NTS-YF","37.16830","-116.04390","","10","-20","1280","","CR","WE","1","","","","1","","91","","","Mk-6","LANL","","1,2,3"
"59","Teapot","Apple-1","1955","MAR","29","12:55:00.1","NTS-YF","37.09560","-116.10280","","4","150","","","AS-T","WR","14","","","","14","","","","","","LANL","","1,2"
"60","Teapot","Wasp Prime","1955","MAR","29","17:59:54.8","NTS-YF","37.08670","-116.05780","","7","230","","","A-AD","WR","3","","","","3","","","","","","LANL","","1,2"
"61","Teapot","HA (High Altitude)","1955","APR","6","18:00:04.1","NTS-YF","37.02860","-116.05780","","1","11160","","","A-AD","WE","3","","","","3","","","","","","LANL","","1,2"
"62","Teapot","Post","1955","APR","9","12:30:00.2","NTS-YF","37.12220","-116.03440","","9","90","","","AS-T","WR","2","","","","2","","","","","","LLNL","","1,2"
"63","Teapot","MET (Military Effects T","1955","APR","15","19:15:00.3","NTS-FF","36.79810","-115.92890","","5","120","","","AS-T","WE","22","","","","22","","","","","Mk-7","LANL","","1,2,3"
"64","Teapot","Apple-2","1955","MAY","5","12:10:00.0","NTS-YF","37.05310","-116.10250","?","1","150","","","AS-T","WR","29","","","","29","","","","","","LANL","","1,2"
"65","Wigwam","Wigwam","1955","MAY","14","20:00:00.0","-PAC","28.73330","-126.26670","","","-610","","","UW","WE","30","","","","30","","","","","","LANL","","1,2"
"66","Teapot","Zucchini","1955","MAY","15","11:59:59.9","NTS-YF","37.09470","-116.02390","","7","150","","","AS-T","WR","28","","","","28","","","","","","LANL","","1,2"
"67","Project 56","Project 56 No. 1","1955","NOV","1","22:10","NTS-FF","36.90000","-115.95000","","11a","0","","","AS","SE","0","","","","0","","","","","TX-39 pr?","LANL","","1,2,3,7,h"
"68","Project 56","Project 56 No. 2","1955","NOV","3","21:15","NTS-FF","36.90000","-115.95000","","11b","0","","","AS","SE","0","","","","0","","","","","XW-25","LANL","","1,2,3,7,h"
"69","Project 56","Project 56 No. 3","1955","NOV","5","19:55","NTS-FF","36.90000","-115.95000","","11c","0","","","AS","SE","0","","","","0","","","","","XW-28 pr","LANL","","1,2,3,7,h"
"70","Project 56","Project 56 No. 4","1956","JAN","18","21:30","NTS-FF","36.90000","-115.95000","","11d","0","","","AS","SE","0","20","","SL","0.01","","","","","XW-28 pr","LANL","","1,2,3,7,h"
"71","Redwing","Lacrosse","1956","MAY","4","18:25:29.9","EN","11.55780","162.35500","","","5","","","AS","WR","40","","","","40","","122","","","TX-39 pr","LANL","","1,2,3,7"
"72","Redwing","Cherokee","1956","MAY","20","17:50:38.7","BK","11.66830","165.39420","","","1320","","","A-AD","WR","3800","","","","3800","","","","","TX-15/39","LANL","","1,2,3"
"73","Redwing","Zuni","1956","MAY","27","17:56:00.3","BK","11.49670","165.36920","","","3","","","AS","WR","3500","","","","3500","","710","","","TX-41","LLNL","","1,2,3"
"74","Redwing","Yuma","1956","MAY","27","19:56","EN","11.62000","162.33000","*","","60","","","AS-T","WR","0.19","","","","0.19","","","","","","LLNL","","1,2,3,7"
"75","Redwing","Erie","1956","MAY","30","18:15:29.3","EN","11.54440","162.36440","","","90","","","AS-T","WR","14.9","","","","14.9","","","","","TX-28C","LANL","","1,2,3"
"76","Redwing","Seminole","1956","JUN","6","00:55:30.0","EN","11.67640","162.22220","","","2","","","AS","WR","13.7","","","","13.7","","201","","","TX-28 pr","LANL","","1,2,3"
"77","Redwing","Flathead","1956","JUN","11","18:26:00.1","BK","11.60000","165.45140","","","4.5","","","AW-BG","WR","365","","","","365","","","","","","LANL","","1,2,3"
"78","Redwing","Blackfoot","1956","JUN","11","18:26:00.3","EN","11.55110","162.35860","","","60","","","AS-T","WR","8","","","","8","","","","","","LANL","","1,2"
"79","Redwing","Kickapoo","1956","JUN","13","23:26","EN","11.62000","162.33000","*","","90","","","AS-T","WR","1.49","","","","1.49","","","","","","LLNL","","1,2,3,7"
"80","Redwing","Osage","1956","JUN","16","01:13:53.1","EN","11.54670","162.36080","","","210","","","A-AD","WR","1.7","","","","1.7","","","","","XW-25","LANL","","1,2,3"
"81","Redwing","Inca","1956","JUN","21","21:26","EN","11.63000","162.35000","*","","60","","","AS-T","WR","15.2","","","","15.2","","","","","XW-45","LLNL","","1,2,3,7"
"82","Redwing","Dakota","1956","JUN","25","18:06:00.2","BK","11.60280","165.45140","","","","","","AW-BG","WR","1100","","","","1100","","","","","TX-28C","LANL","","1,2,3"
"83","Redwing","Mohawk","1956","JUL","2","18:06","EN","11.63000","162.31000","*","","90","","","AS-T","WR","360","","","","360","","408","","","","LLNL","","1,2,3,7"
"84","Redwing","Apache","1956","JUL","8","18:06:00.2","EN","11.67140","162.20030","","","","","","AW-BG","WR","1850","","","","1850","","","","","XW-27","LLNL","","1,2,3"
"85","Redwing","Navajo","1956","JUL","10","17:56:00.3","BK","11.66330","165.38720","","","6","","","AW-BG","WR","4500","","","","4500","","","","","TX-21C","LANL","","1,2,3"
"86","Redwing","Tewa","1956","JUL","20","17:46:00.0","BK","11.67390","165.33940","","","4.5","","","AW-BG","WR","5000","","","","5000","","1220","","","TX-41?","LLNL","","1,2,3"
"87","Redwing","Huron","1956","JUL","21","18:16:00.1","EN","11.67190","162.36920","","","","","","AW-BG","WR","250","","","","250","","","","","XW-50?","LANL","","1,2,3"
"88","Project 57","Project 57 No. 1","1957","APR","24","14:27","NAFR","37.20000","-116.10000","","13","","","","AS","SE","0","","","","0","","","","","XW-25","LANL","","1,2,3,7,h"
"89","Plumbbob","Boltzmann","1957","MAY","28","11:55:00.2","NTS-YF","37.09470","-116.02360","","7c","150","","","AS-T","WR","12","","","","12","","","","","XW-40","LANL","","1,2,3,g"
"90","Plumbbob","Franklin","1957","JUN","2","11:54:59.9","NTS-YF","37.04780","-116.02110","","T3","90","","","AS-T","WR","0.14","","","","0.14","","","","","XW-30?","LANL","","1,2,3,g"
"91","Plumbbob","Lassen","1957","JUN","5","11:45:00.3","NTS-YF","37.13470","-116.04080","","B9a","150","","","A-B","WR","0.0005","","","","0.0005","","","","","","LLNL","","1,2,g"
"92","Plumbbob","Wilson","1957","JUN","18","11:45:00.3","NTS-YF","37.13470","-116.04080","","B9a","150","","","A-B","WR","10","","","","10","","","","","XW-45X1","LLNL","","1,2,3,g"
"93","Plumbbob","Priscilla","1957","JUN","24","13:30:00.1","NTS-FF","36.79810","-115.92890","?","5","210","","","A-B","WR","37","","","","37","","","","","TX-15/39 p","LANL","","1,2,3"
"94","Plumbbob","Coulomb-A","1957","JUL","1","17:30","NTS-YF","37.04000","-116.03000","","S3h","0","","","AS","SE","0","","","","0","","","","","XW-31","LANL","","1,2,3,7,g,h"
"95","Plumbbob","Hood","1957","JUL","5","11:40:00.1","NTS-YF","37.13470","-116.04080","","B9a","460","","","A-B","WR","74","","","","74","","","","","","LLNL","","1,2,g"
"96","Plumbbob","Diablo","1957","JUL","15","11:30:00.1","NTS-YF","37.15030","-116.10860","","T2b","150","","","AS-T","WR","17","","","","17","","","","","","LLNL","","1,2,g"
"97","Plumbbob","John","1957","JUL","19","14:00:04.6","NTS-YF","37.16060","-116.05310","","10","9140","","","A-R","WE","2","","","","2","","","","","W25","LANL","","1,2,3"
"98","Plumbbob","Kepler","1957","JUL","24","11:49:59.9","NTS-YF","37.09500","-116.10300","*","4","150","","","AS-T","WR","10","","","","10","","","","","XW-35 pr?","LANL","","1,2,3,g"
"99","Plumbbob","Owens","1957","JUL","25","13:29:59.7","NTS-YF","37.13470","-116.04080","","B9a","150","","","A-B","WR","9.7","","","","9.7","","","","","XW-51?","LLNL","","1,2,3,g"
"100","Plumbbob","Pascal-A","1957","JUL","26","08:00:00.0","NTS-YF","37.05180","-116.03340","","U3j","-150","1202","","UG-S","SE","0","20","","SL","0.01","","","","","","LANL","","1,2"
"101","Plumbbob","Stokes","1957","AUG","7","12:25:00.2","NTS-YF","37.08670","-116.02360","","B7b","460","","","A-B","WR","19","","","","19","","","","","XW-30","LANL","","1,2,3,g"
"102","Plumbbob","Saturn","1957","AUG","10","00:59:55.1","NTS-RM","37.19390","-116.03330","","U12c.02","-39.01","","","UG-T","SE","0","","","","0","","","","","XW-45X1","LLNL","","1,2,3,5"
"103","Plumbbob","Shasta","1957","AUG","18","12:00:00.0","NTS-YF","37.12800","-116.10640","","2a","150","","","AS-T","WR","17","","","","17","","","","","","LLNL","","1,2,g"
"104","Plumbbob","Doppler","1957","AUG","23","12:30:00.1","NTS-YF","37.08670","-116.02360","","B7b","460","","","A-B","WR","11","","","","11","","","","","XW-34?","LANL","","1,2,3,g"
"105","Plumbbob","Pascal-B","1957","AUG","27","22:35:00.0","NTS-YF","37.04910","-116.03400","","U3d","-150","1201","","UG-S","SE","0","20","","SL","0.01","","","","","","LANL","","1,2,g"
"106","Plumbbob","Franklin Prime","1957","AUG","30","12:39:59.9","NTS-YF","37.08670","-116.02360","","B7b","230","","","A-B","WR","4.7","","","","4.7","","","","","XW-30?","LANL","","1,2,3,g"
"107","Plumbbob","Smoky","1957","AUG","31","12:30:00.0","NTS-YF","37.18720","-116.06780","","T2c","210","1365","","AS-T","WR","44","","","","44","","","","","TX-41 pr","LLNL","","1,2,3,g,j"
"108","Plumbbob","Galileo","1957","SEP","2","12:40:00.0","NTS-YF","37.05310","-116.10250","","T1","150","","","AS-T","WR","11","","","","11","","","","","","LANL","","1,2,g"
"109","Plumbbob","Wheeler","1957","SEP","6","12:45:00.0","NTS-YF","37.13470","-116.04080","","B9a","150","","","A-B","WR","0.197","","","","0.197","","","","","XW-51?","LLNL","","1,2,3,g"
"110","Plumbbob","Coulomb-B","1957","SEP","6","20:05:00.6","NTS-YF","37.04300","-116.02600","*T?","S3g","0","","","AS","SE","0.3","","","","0.3","","","","","XW-31","LANL","","1,2,3,g"
"111","Plumbbob","Laplace","1957","SEP","8","12:59:59.8","NTS-YF","37.08670","-116.02360","","B7b","230","","","A-B","WR","1","","","","1","","","","","","LANL","","1,2,g"
"112","Plumbbob","Fizeau","1957","SEP","14","16:44:59.8","NTS-YF","37.03360","-116.03140","","T3b","150","","","AS-T","WR","11","","","","11","","","","","XW-34?","LANL","","1,2,3,g"
"113","Plumbbob","Newton","1957","SEP","16","12:49:59.9","NTS-YF","37.08670","-116.02360","","B7a","460","","","A-B","WR","12","","","","12","","","","","XW-31","LANL","","1,2,3,g"
"114","Plumbbob","Rainier","1957","SEP","19","16:59:59.45","NTS-RM","37.19580","-116.20310","","U12b","-272.8","","H-24","UG-T","WR","1.7","","","","1.7","","","","","W25","LLNL","","1,2,3,5,g"
"115","Plumbbob","Whitney","1957","SEP","23","12:29:59.8","NTS-YF","37.13830","-116.11750","","T2","150","","","AS-T","WR","19","","","","19","","","","","W27 pr","LLNL","","1,2,3,g"
"116","Plumbbob","Charleston","1957","SEP","28","12:59:59.9","NTS-YF","37.13470","-116.04080","","B9a","460","","","A-B","WR","12","","","","12","","","","","","LLNL","","1,2,g"
"117","Plumbbob","Morgan","1957","OCT","7","13:00:00.1","NTS-YF","37.13470","-116.04080","","B9a","150","","","A-B","WR","8","","","","8","","","","","XW-45X1","LLNL","","1,2,3,g"
"118","Project 58","Pascal-C","1957","DEC","6","20:15:00.0","NTS-YF","37.04990","-116.03090","","U3e","-80","1202","","UG-S","SE","0","20","","SL","0.01","","","","","XW-42?","LANL","","1,2,3"
"119","Project 58","Coulomb-C","1957","DEC","9","20:00","NTS-YF","37.04000","-116.03000","","S3i","0","","","AS","SE","0.5","","","","0.5","","","","","","LANL","","1,2,3,7,h"
"120","Project 58A","Venus","1958","FEB","22","01:00:00","NTS-RM","37.11300","-116.11500","?","U12d.01","-30.48","","","UG-T","SE","0","0.001","","","0.0005","","","","","XW-47 pr?","LLNL","","1,2,3,5,7"
"121","Project 58A","Uranus","1958","MAR","14","22:00:00","NTS-RM","37.11300","-116.11500","?","U12c.01","-34.75","","","UG-T","SE","0","0.001","","","0.0005","","","","","XW-48","LLNL","","1,2,3,5,7"
"122","Hardtack I","Yucca","1958","APR","28","02:40:00.3","-PAC","12.61670","168.02500","","","26210","","","A-B","WE","1.7","","","","1.7","","","","","W25","LANL","","1,2,3"
"123","Hardtack I","Cactus","1958","MAY","5","18:15:00.1","EN","11.55640","162.35420","","","1","","","AS","WR","18","","","","18","","105","","","Mk-43 pr","LANL","","1,2,3"
"124","Hardtack I","Fir","1958","MAY","11","17:50:00.1","BK","11.69080","165.27360","","","3","","","AW-BG","WR","1360","","","","1360","","","","","","LLNL","","1,2,3"
"125","Hardtack I","Butternut","1958","MAY","11","18:15:00.1","EN","11.54110","162.35060","","","3","","","AW-BG","WR","81","","","","81","","","","","TX-46 pr?","LANL","","1,2,3"
"126","Hardtack I","Koa","1958","MAY","12","18:30:00.1","EN","11.67500","162.20560","","","0.81","","","AS","WR","1370","","","","1370","","1289","","","XW-35","LANL","","1,2,3"
"127","Hardtack I","Wahoo","1958","MAY","16","01:30:00.5","EN","11.34470","162.17890","","","-150","","","UW","WE","9","","","","9","","","","","Mk-7","LANL","","1,2,3"
"128","Hardtack I","Holly","1958","MAY","20","18:30:00.1","EN","11.54390","162.35610","","","4","","","AW-BG","WR","5.9","","","","5.9","","","","","XW-31Y3","LANL","","1,2,3"
"129","Hardtack I","Nutmeg","1958","MAY","21","21:20:00.2","BK","11.49610","165.37080","","","3","","","AW-BG","WR","25.1","","","","25.1","","","","","XW-47?","LLNL","","1,2,3"
"130","Hardtack I","Yellowwood","1958","MAY","26","02:00:00.1","EN","11.66030","162.22530","","","3","","","AW-BG","WR","330","","","","330","","","","","TX-46","LANL","","1,2,3"
"131","Hardtack I","Magnolia","1958","MAY","26","18:00:00.1","EN","11.54280","162.35390","","","4","","","AW-BG","WR","57","","","","57","","","","","","LANL","","1,2,3"
"132","Hardtack I","Tobacco","1958","MAY","30","02:15:00.2","EN","11.66330","162.23000","","","2.7","","","AW-BG","WR","11.6","","","","11.6","","","","","XW-50","LANL","","1,2,3"
"133","Hardtack I","Sycamore","1958","MAY","31","03:00:00.1","BK","11.69080","165.27360","","","3","","","AW-BG","WR","92","","","","92","","","","","TX-41","LLNL","","1,2,3"
"134","Hardtack I","Rose","1958","JUN","2","18:45:00.1","EN","11.54110","162.35170","","","4.5","","","AW-BG","WR","15","","","","15","","","","","XW-49 pr?","LANL","","1,2,3"
"135","Hardtack I","Umbrella","1958","JUN","8","18:15:00.2","EN","11.38080","162.21920","","","-50","","","UW","WE","8","","","","8","","915","","","Mk-7","LANL","","1,2,3"
"136","Hardtack I","Maple","1958","JUN","10","17:30:00.1","BK","11.68720","165.41500","","","3","","","AW-BG","WR","213","","","","213","","","","","","LLNL","","1,2,3"
"137","Hardtack I","Aspen","1958","JUN","14","17:30:00.1","BK","11.69080","165.27330","","","3","","","AW-BG","WR","319","","","","319","","","","","XW-47?","LLNL","","1,2,3"
"138","Hardtack I","Walnut","1958","JUN","14","18:30:00.1","EN","11.66030","162.22530","","","2","","","AW-BG","WR","1450","","","","1450","","","","","","LANL","","1,2,3"
"139","Hardtack I","Linden","1958","JUN","18","03:00:00.1","EN","11.54420","162.35640","","","2.5","","","AW-BG","WR","11","","","","11","","","","","XW-50 pr?","LANL","","1,2,3"
"140","Hardtack I","Redwood","1958","JUN","27","17:30:00.1","BK","11.68720","165.41500","","","3","","","AW-BG","WR","412","","","","412","","","","","XW-47?","LLNL","","1,2,3"
"141","Hardtack I","Elder","1958","JUN","27","18:30:00.1","EN","11.66330","162.23000","","","2.7","","","AW-BG","WR","880","","","","880","","","","","TX-43","LANL","","1,2,3"
"142","Hardtack I","Oak","1958","JUN","28","19:30:00.1","EN","11.60780","162.10780","","","1.8","","","AW-BG","WR","8900","","","","8900","","1750","","","TX-46/53","LANL","","1,2,3"
"143","Hardtack I","Hickory","1958","JUN","29","00:00:00.1","BK","11.49610","162.37080","","","3","","","AW-BG","WR","14","","","","14","","","","","XW-47 pr?","LLNL","","1,2,3"
"144","Hardtack I","Sequoia","1958","JUL","1","18:30:00.1","EN","11.54420","162.35640","","","2","","","AW-BG","WR","5.2","","","","5.2","","","","","","LANL","","1,2,3"
"145","Hardtack I","Cedar","1958","JUL","2","17:30:00.1","BK","11.69080","165.27360","","","3.4","","","AW-BG","WR","220","","","","220","","","","","","LLNL","","1,2,3"
"146","Hardtack I","Dogwood","1958","JUL","5","18:30:00.2","EN","11.66330","162.23000","","","3","","","AW-BG","WR","397","","","","397","","","","","XW-47?","LLNL","","1,2,3"
"147","Hardtack I","Poplar","1958","JUL","12","03:30:00.1","BK","11.68810","165.26440","","","3","","","AW-BG","WR","9300","","","","9300","","","","","TX-41","LLNL","","1,2,3"
"148","Hardtack I","Scaevola","1958","JUL","14","04:00","EN","11.55000","162.36000","*","","6","","","AW-BG","SE","0","","","","0","","","","","XW-34","LANL","","1,2,3,7"
"149","Hardtack I","Pisonia","1958","JUL","17","23:00","EN","11.55000","162.31000","*","","2","","","AW-BG","WR","255","","","","255","","","","","XW-50?","LANL","","1,2,3,7"
