"ID#","SERIES","SHOT","YEAR","MON","DAY","TIME","SITE","LAT","LONG","NT","HOLE","HOB","GZALT","NT","TYPE","PUR","YD-MN","YD-MX","YD-EST","NT","YIELD","MAG","CRAT","VENT","DEVIC","WARHEAD","R","N","SOURCES"
"49","1957","46","1957","SEP","26","05:00","STS","50.00000","78.00000","","","2000","","","A","WR","13","","","","13","","","","","","A","","1,3,4,5,9,r"
"50","1957","47","1957","OCT","6","09:00","NZ-MB","73.00000","55.00000","C","","2120","","","A","WR","2900","","","","2900","","","","TN","RDS-46A/R-7A wh","A","*","2,3,4,c"
"51","1957","48","1957","OCT","10","06:54:32","NZ-CB","70.70000","54.56000","C","","-30","-60","MX","UW-AS","WE","10","","6","","6","","","","","RDS-9/T-5 KB-11","A","*","2,3,4,b,m"
"52","1957","49","1957","DEC","28","","STS","50.00000","78.00000","","","615","","","A","WR","12","","","","12","","","","","","A","","1,3,4,5,9,r"
"53","1958","50","1958","JAN","4","","STS","50.00000","78.00000","","","400","","","A","WR","1.3","","","","1.3","","","","","","","","1,3,4,9,r"
"54","1958","51","1958","JAN","17","","STS","50.00000","78.00000","","","500","","","A","WR","0.5","","","","0.5","","","","","","","","1,3,4,9,r"
"55","1958","52","1958","FEB","23","","NZ","73.00000","55.00000","","","2500","","","A","WR","860","","","","860","","","","TN","wh-2 NGB? KB-11?","A","","2,3,4"
"56","1958","53","1958","FEB","27","07:59","NZ","73.00000","55.00000","","","2500","","","A","WR","250","","","","250","","","","TN","","A","","2,3,4"
"57","1958","54","1958","FEB","27","10:24","NZ","73.00000","55.00000","","","","","","A","WR","1500","","","","1500","","","","TN","wh-1 Ch-70?","A","","2,3,4"
"58","1958","55","1958","MAR","13","","STS","50.00000","78.00000","","","475","","","A","WR","1.2","","","","1.2","","","","","","","","1,3,4,9,r"
"59","1958","X","1958","MAR","13","","STS","50.00000","78.00000","","","","","","A","","","","0.001","MX","0","","","","","","P","","1,3,4,5,9,r"
"60","1958","56","1958","MAR","14","","STS","50.00000","78.00000","","","1030","","","A","WR","35","","","","35","","","","","","A","","1,3,4,5,9,r"
"61","1958","57","1958","MAR","14","","NZ","73.00000","55.00000","","","","","","A","FS","40","","","","40","","","","","","A","","2,3"
"62","1958","58","1958","MAR","15","","STS","50.00000","78.00000","","","965","","","A","WR","14","","","","14","","","","","","A","","1,3,4,5,9,r"
"63","1958","X","1958","MAR","15","","STS","50.00000","78.00000","","","","","","A","","","","0.001","MX","0","","","","","","P","","1,3,4,5,9,r"
"64","1958","59","1958","MAR","18","","STS","50.00000","78.00000","","","290","","","A","FS","0.16","","","","0.16","","","","","","","","1,3,4,9,r"
"65","1958","60","1958","MAR","20","","STS","50.00000","78.00000","","","1015","","","A","WR","12","","","","12","","","","","","A","","1,3,4,5,9,r"
"66","1958","61","1958","MAR","21","","NZ","73.00000","55.00000","","","2500","","","A","WR","650","","","","650","","","","TN","","A","","2,3,4"
"67","1958","62","1958","MAR","22","","STS","50.00000","78.00000","","","1415","","","A","WR","18","","","","18","","","","","","A","","1,3,4,5,9,r"
"68","1958","63","1958","SEP","30","07:50","NZ","73.00000","55.00000","C","","1500","","","A","WR","1200","","","","1200","","","","TN","","A","","2,3,4"
"69","1958","64","1958","SEP","30","09:55","NZ","73.00000","55.00000","C","","2500","","","A","WR","900","","","","900","","","","TN","","A","","2,3,4"
"70","1958","65","1958","OCT","2","08:00","NZ","73.00000","55.00000","C","","1400","","","A","WR","290","","","","290","","","","TN","","A","","2,3,4"
"71","1958","66","1958","OCT","2","09:01","NZ","73.00000","55.00000","C","","","","","A","FS","40","","","","40","","","","","","A","","2,3,4"
"72","1958","67","1958","OCT","4","","NZ","73.00000","55.00000","","","800","","","A","WR","9","","","","9","","","","","","","","2,3"
"73","1958","68","1958","OCT","5","06:00","NZ","73.00000","55.00000","C","","1200","","","A","WR","15","","","","15","","","","","","A","","2,3,4"
"74","1958","69","1958","OCT","6","","NZ","73.00000","55.00000","","","1200","","","A","WR","5.5","","","","5.5","","","","","","","","2,3"
"75","1958","70","1958","OCT","10","07:51","NZ","73.00000","55.00000","C","","","","","A","WR","68","","","","68","","","","TN","","A","","2,3,4"
"76","1958","71","1958","OCT","12","07:53:34","NZ-MB","74.93000","53.32000","","","","","","A","WR","1450","","","","1450","","","","TN","wh-1 Ch-70?","A","","2,3,4,ad"
"77","1958","72","1958","OCT","15","07:51:14","NZ-MB","74.00000","51.80000","","","2150","","","A","WR","1500","","","","1500","","","","TN","","A","","2,3,4,ad"
"78","1958","73","1958","OCT","18","09:51:06","NZ-MB","73.97000","52.47000","","","","","","A","WR","2900","","","","2900","","","","TN","","A","","2,3,4,ad"
"79","1958","74","1958","OCT","19","07:27","NZ","73.00000","55.00000","C","","","","","A","FS","40","","","","40","","","","","","A","","2,3"
"80","1958","75","1958","OCT","19","","NZ","73.00000","55.00000","","","900","","","A","WR","0","0.001","","","0.001","","","","","","","","2,3"
"81","1958","76","1958","OCT","20","08:20","NZ","73.00000","55.00000","C","","","","","A","WR","440","","","","440","","","","TN","","A","","2,3,4"
"82","1958","77","1958","OCT","21","","NZ","73.00000","55.00000","","","270","","","A","WR","2","","","","2","","","","","","","","2,3"
"83","1958","78","1958","OCT","22","08:21:04","NZ-MB","73.53000","53.10000","","","2070","","","A","WR","2800","","","","2800","","","","TN","","A","","2,3,4,ad"
"84","1958","79","1958","OCT","24","08:03:06","NZ-MB","73.68000","54.97000","","","1525","","","A","WR","1000","","","","1000","","","","TN","wh-2 NGB? KB-11?","A","","2,3,4,ad"
"85","1958","80","1958","OCT","25","08:20","NZ","73.00000","55.00000","C","","1500","","","A","WR","190","","","","190","","","","TN","","A","","2,3,4"
"86","1958","81","1958","OCT","25","","NZ","73.00000","55.00000","","","300","","","A","FS","0","0.1","","","0.05","","","","","","","","2,3"
"87","1958","82","1958","NOV","1","","MTR","49.00000","46.00000","","","12000","","","A-R","WE","10","","","","10","","","","","","A","","2,3,4"
"88","1958","83","1958","NOV","3","","MTR","49.00000","46.00000","","","12000","","","A-R","WE","10","","","","10","","","","","","A","","2,3,4"
"89","1961","84","1961","SEP","1","","STS","50.00000","78.00000","","","660","","","A","WR","16","","150","","16","","","","","","A","","1,3,4,5,9,r"
"90","1961","85","1961","SEP","4","05:00:27","STS-GZ","50.45000","77.74000","C","","725","","","A","WR","9","","8","","9","","","","","","A","","1,3,4,5,9,r"
"91","1961","86","1961","SEP","5","06:00:05","STS-GZ","50.45000","77.74000","C","","500","","","A","WR","16","","14","","16","","","","","","A","","1,3,4,5,9,r"
"92","1961","87","1961","SEP","6","","STS","50.00000","78.00000","","","685","","","A","WR","1.1","","","","1.1","","","","","","","","1,3,4,9,r"
"93","1961","88","1961","SEP","6","","MTR","48.45000","44.30000","","","22700","","","A","WE","11","","10.5","","10.5","","","","","","A","","2,3,j"
"94","1961","89","1961","SEP","9","","STS","50.00000","78.00000","","","0","","","AS","SE","0.38","","","","0.38","","","","","","","","1,3,4,9,r"
"95","1961","90","1961","SEP","10","09:00:09.2","NZ-MB","74.20000","52.50000","J","","2000","","","A-AD","WR","2700","","2400","","2700","4.60","","","TN","","A","","2,3,4,j,aa"
"96","1961","91","1961","SEP","10","11:00","NZ-CB","70.70000","54.60000","*C","","390","","","A-R","WR","12","","","","12","","","","","","A","*","2,3,4,o"
"97","1961","92","1961","SEP","10","","STS","50.00000","78.00000","","","180","","","A","WR","0.88","","","","0.88","","","","","","","","1,3,4,9,r"
"98","1961","93","1961","SEP","11","","STS","50.00000","78.00000","","","","","","A","WR","0.3","","","","0.3","","","","","","","","1,3,4,9,r"
"99","1961","94","1961","SEP","12","10:08:15.3","NZ-MB?","74.20000","52.10000","?","","1190","","","A-R","WR","1150","","3000","E","1150","4.30","","","TN","","A","*","2,3,4,aa,ac"
"100","1961","95","1961","SEP","13","","NZ-CB?","70.87000","53.33000","","","250","0","","A","WR","6","","","","6","","","","","","A","","2,3,4"
"101","1961","96","1961","SEP","13","05:01:55.8","STS-GZ","50.45000","77.75000","?","","710","","","A","WR","0.001","20","","","10","","","","","","A","","1,3,4,5,9,r"
"102","1961","97","1961","SEP","14","05:59:59.4","STS-GZ","50.35000","77.82000","?","","0.5","","","AS","WR","0.4","","","","0.4","","","","","","","","1,3,4,9,r"
"103","1961","98","1961","SEP","14","09:56:16.7","NZ-MB","74.60000","51.10000","","","1700","","","A-R","WR","1200","","3000","E","1200","","","","TN","","A","*","2,3,4,ac"
"104","1961","99","1961","SEP","16","09:08:13.7","NZ-MB","74.00000","51.90000","","","","","","A-R","WR","830","","1000","","830","","","","TN","","A","*","2,3,4,ac"
"105","1961","100","1961","SEP","17","07:00:46.6","STS-GZ","50.45000","77.75000","?","","695","","","A","WR","20","150","21","","21","","","","","","A","","1,3,4,5,9,r"
"106","1961","101","1961","SEP","18","07:59:36.8","NZ-MB?","74.00000","52.00000","","","1500","","","A","WR","1000","","1000","","1000","","","","TN","","A","","2,3,ac"
"107","1961","102","1961","SEP","18","","STS","50.00000","78.00000","","","1","","","AS","SE","0.004","","","","0.004","","","","","","","","1,3,4,9,r"
"108","1961","103","1961","SEP","18","","STS","50.00000","78.00000","","","","","","A","WR","0.75","","","","0.75","","","","","","","","1,3,4,9,r"
"109","1961","104","1961","SEP","19","","STS","50.00000","78.00000","","","0","","","AS","SE","0.03","","","","0.03","","","","","","","","1,3,4,9,r"
"110","1961","105","1961","SEP","20","","STS","50.00000","78.00000","","","280","","","A","WR","4.8","","","","4.8","","","","","","","","1,3,4,9,r"
"111","1961","106","1961","SEP","20","08:12:12","NZ-MB?","73.52000","54.30000","?","","1600","","","A","WR","150","1500","2000","","1500","","","","TN","","A","","2,3,4,q"
"112","1961","107","1961","SEP","21","14:01:01.6","STS-GZ","50.33000","77.70000","?","","110","","","A","WR","0.8","","","","0.8","","","","","","","","1,3,4,9,r"
"113","1961","108","1961","SEP","22","08:11:00","NZ-MB?","73.52000","54.30000","?","","1300","","","A","WR","260","","1000","","260","","","","","","A","","2,3,4,q,ac"
"114","1961","109","1961","SEP","26","07:01:19.8","STS-GZ","50.45000","77.75000","?","","665","","","A","WR","1.2","","","","1.2","","","","","","","","1,3,4,9,r"
"115","1961","110","1961","OCT","1","","STS","50.00000","78.00000","","","700","","","A","WR","3","","","","3","","","","","","","","1,3,4,9,r"
"116","1961","111","1961","OCT","2","10:30:50","NZ-MB?","73.92000","54.55000","C","","1500","","","A","WR","250","","290","","250","","","","","","A","","2,3,4,j"
"117","1961","112","1961","OCT","4","07:01:19.9","STS-GZ","50.44000","77.76000","?","","605","","","A","WR","13","","","","13","","","","","","","","1,3,4,9,r"
"118","1961","113","1961","OCT","4","07:30:54.8","NZ-MB","73.70000","53.80000","","","2100","","","A","WR","1500","10000","3000","","3000","4.50","","","TN","","A","","2,3,4,q,aa"
"119","1961","114","1961","OCT","6","07:00:12.2","NZ-MB","74.30000","51.60000","","","2700","","","A","WR","4000","","3000","E","4000","4.70","","","TN","","A","","2,3,4,aa,ac"
"120","1961","115","1961","OCT","6","","MTR","48.45000","44.30000","?","","41300","","","AH-R","WE","40","","","","40","","","","","","","","2,3,4,q"
"121","1961","116","1961","OCT","8","","NZ-CB","70.70000","54.60000","*","","1450","","","A-CM","WR","15","","","","15","","","","","KSR-2 wh?","A","*","2,3,4"
"122","1961","117","1961","OCT","11","07:39:59.9","STS-D","49.77389","77.98861","A","V-1","","724","A","UG-T","FS","1","","2","","1","4.78","","","","","A","","1,3,4,5,6,9,r"
"123","1961","118","1961","OCT","12","05:31:03.6","STS-GZ","50.45000","77.75000","?","","670","","","A","WR","15","","","","15","","","","","","A","","1,3,4,5,9,r"
"124","1961","119","1961","OCT","17","07:00:00.8","STS-GZ","50.45000","77.75000","?","","505","","","A","WR","6.6","","","","6.6","","","","","","","","1,3,4,9,r"
"125","1961","120","1961","OCT","19","05:30:42.6","STS-GZ","50.45000","77.75000","?","","710","","","A","WR","0.001","20","10","","10","","","","","","","","1,3,4,9,r"
"126","1961","121 Raduga","1961","OCT","20","08:07:02.0","NZ-MB","73.80000","53.20000","","","","","","A-R","WR","1450","","3000","","1450","","","","TN","R-13 wh?","A","*","2,3,4,ac"
"127","1961","122 Korall","1961","OCT","23","08:31:22.1","NZ-CB","70.70000","54.56000","","","-20","-47","","UW-AS","WE","4.8","","","","4.8","5.10","","","","RDS-9 KB-11","A","*","2,3,4,b,m,aa"
"128","1961","123","1961","OCT","23","10:30:48.0","NZ-MB","73.90000","53.80000","","","3500","","","A-AD","WR","12500","","25000","","12500","","","","TN","","A","","2,3,4,5,ac"
"129","1961","124","1961","OCT","25","08:31:05","NZ-MB?","73.52000","54.30000","?","","1450","","","A","WR","300","","<1000","","300","","","","","","A","","2,3,q,ac"
"130","1961","125","1961","OCT","25","","STS","50.00000","78.00000","","","","","","A","FS","0.5","","","","0.5","","","","","","","","1,3,4,9,r"
"131","1961","126 Korall","1961","OCT","27","08:30:26.6","NZ-CB","70.70000","54.67000","","","1.1","-59","","AW-AS","WE","16","","","","16","","","","","RDS-9 KB-11","A","*","2,3,4,b,m"
"132","K Project","127 K2","1961","OCT","27","","MTR","49.00000","46.00000","?","1","50000","","","AX-R","WE","1.2","","","","1.2","","","","","","","*","2,3,4,c"
"133","K Project","128 K1","1961","OCT","27","","MTR","49.00000","46.00000","?","3","0","","","AX-R","WE","1.2","","","","1.2","","","","","","","*","2,3,4,c"
"134","1961","129","1961","OCT","30","","STS","50.00000","78.00000","","","470","","","A","WR","0.09","","","","0.09","","","","","","","","1,3,4,9,r"
"135","1961","130 Tsar Bomba","1961","OCT","30","08:33:27.8","NZ-MB","73.80000","53.50000","","","3500","","","A-AD","WR","50000","","58000","","58000","5.40","","","TN-03","RDS-220 KB-11","S","*","2,3,4,9,c,j,n,a"
"136","1961","131","1961","OCT","31","08:29:17.2","NZ-MB","73.60000","56.20000","","","2200","","","A","WR","5000","","3000","","5000","","","","TN","","A","","2,3,4,ac"
"137","1961","132","1961","OCT","31","08:38","NZ-MB","73.00000","55.00000","C","","1530","","","A","WR","150","1500","<1000","","400","","","","","","A","","2,3,4,5,ac"
"138","1961","133","1961","NOV","1","","STS","50.00000","78.00000","","","475","","","A","WR","2.7","","","","2.7","","","","","","","","1,3,4,9,r"
"139","1961","134","1961","NOV","2","08:41","NZ-MB","73.00000","55.00000","","","1400","","","A","WR","120","","","","120","","","","","","A","","2,3,4,5"
"140","1961","135","1961","NOV","2","","NZ-MB","73.00000","55.00000","","","1500","","","A","WR","280","","","","280","","","","","","A","","2,3,4"
"141","1961","136","1961","NOV","2","","STS","50.00000","78.00000","","","645","","","A","WR","0.6","","","","0.6","","","","","","","","1,3,4,9,r"
"142","1961","137","1961","NOV","3","","STS","50.00000","78.00000","","","0","","","AS","SE","0","0.001","","","0.001","","","","","","","","1,3,4,9,r"
"143","1961","138","1961","NOV","3","","STS","50.00000","78.00000","","","635","","","A","WR","0.9","","","","0.9","","","","","","","","1,3,4,9,r"
"144","1961","139","1961","NOV","4","","NZ","73.00000","55.00000","","","1770","","","A","WR","15","","","","15","","","","","","","","2,3"
"145","1961","140","1961","NOV","4","07:20:19.7","NZ-MB?","73.70000","55.70000","","","1750","","","A","WR","150","1500","2000","","1500","","","","TN?","","A","","2,3,5"
"146","1961","141","1961","NOV","4","","NZ","73.00000","55.00000","","","2240","","","A","WR","6","","","","6","","","","","","","","2,3"
"147","1961","142","1961","NOV","4","","STS","50.00000","78.00000","","","0","","","AS","WR","0.2","","","","0.2","","","","","","","","1,3,4,9,r"
"148","1962","143 Argon-1","1962","FEB","2","08:00:00.2","STS-D","49.78500","77.99694","A","A-1","","700","A","UG-T","WE","0.001","20","15","","15","5.63","C","","","","A","","1,3,4,5,6,9,r"
"149","1962","144","1962","AUG","1","","STS","50.00000","78.00000","","","430","","","A","WR","2.4","","","","2.4","","","","","","","","1,3,4,9,r"
"150","1962","145","1962","AUG","3","","STS","50.00000","78.00000","","","180","","","A","WR","1.6","","","","1.6","","","","","","","","1,3,4,9,r"
"151","1962","146","1962","AUG","4","","STS","50.00000","78.00000","","","390","","","A","WR","3.8","","3.8","","3.8","","","","","","A","","1,3,4,5,9,r"
"152","1962","147","1962","AUG","5","09:08:45.8","NZ-MB?","74.20000","52.50000","","","3600","","","A-AD","WR","21100","","","","21100","5.20","","","TN","","A","","2,3,4,aa"
"153","1962","148","1962","AUG","7","03:00","STS","50.00000","78.00000","","","0","","","AS","WR","9.9","","","","9.9","","","","","","A","","1,3,4,5,9,r"
"154","1962","149","1962","AUG","10","09:00","NZ","73.00000","55.00000","C","","1560","","","A","WR","150","1500","<1000","","400","","","","","","A","","2,3,4,5"
"155","1962","150","1962","AUG","18","","STS","50.00000","78.00000","","","710","","","A","WR","7.4","","","","7.4","","","","","","","","1,3,4,9,r"
"156","1962","151","1962","AUG","18","","STS","50.00000","78.00000","","","310","","","A","WR","5.8","","","","5.8","","","","","","","","1,3,4,9,r"
"157","1962","152","1962","AUG","20","09:02:14.1","NZ-MB?","74.30000","51.50000","","","2500","","","A","WR","2800","","","","2800","4.60","","","TN","","A","","2,3,aa"
"158","1962","153","1962","AUG","21","","STS","50.00000","78.00000","","","590","","","A","WR","20","150","20-27","kt","? 23","","","","","","","","1,3,4,9,r"
"159","1962","154","1962","AUG","22","09:00:04.2","NZ-MB","74.00000","53.30000","","","1700","","","A","WR","1600","","9000","","1600","4.40","","","TN","","A","","2,3,y,aa"
"160","1962","155","1962","AUG","22","","NZ","73.00000","55.00000","","","60","0","MX","AW-CM","WR","6","","","","6","","","","","KSR-2 wh","","*","2,3,4"
"161","1962","156","1962","AUG","22","","STS","50.00000","78.00000","","","740","","","A","WR","3","","","","3","","","","","","","","1,3,4,9,r"
"162","1962","157","1962","AUG","23","","STS","50.00000","78.00000","","","680","","","A","WR","2.5","","","","2.5","","","","","","","","1,3,4,9,r"
"163","1962","159","1962","AUG","25","05:40","STS","50.00000","78.00000","","","715","","","A","WR","0.001","20","","","1","","","","","","A","","1,3,4,5,9,r"
"164","1962","158","1962","AUG","25","09:00","NZ","73.00000","55.00000","","","2980","","","A","WR","1500","10000","10000","?","10000","","","","TN","","A","","2,3,4,5,y"
"165","1962","160","1962","AUG","27","09:00:50.9","NZ-MB?","74.70000","50.30000","","","3000","","","A","WR","4200","","14000","","4200","4.70","","","TN","","A","","2,3,y,aa"
"166","1962","161","1962","AUG","27","","STS","50.00000","78.00000","","","245","","","A","WR","11","","","","11","","","","","","","","1,3,4,9,r"
"167","1962","162","1962","AUG","31","","STS","50.00000","78.00000","","","700","","","A","FS","2.7","","","","2.7","","","","","","","","1,3,4,9,r"
"168","1962","163","1962","SEP","2","","NZ","73.00000","55.00000","","","1300","","","A","WR","80","","","","80","","","","","","A","","2,3"
"169","1962","X","1962","SEP","6","","STS","50.00000","78.00000","","","","","","A","","","","0.001","MX","0","","","","","","P","","1,3,4,5,9,r"
"170","1962","164","1962","SEP","8","10:17:57.7","NZ-MB?","73.70000","53.80000","","","1725","","","A","WR","1900","","","","1900","4.40","","","TN","","A","","2,3,aa"
"171","1962","165","1962","SEP","15","08:02:13.9","NZ-MB?","74.40000","51.50000","","","","","","A","WR","3100","","","","3100","4.60","","","TN","","A","","2,3,aa"
"172","1962","166","1962","SEP","16","10:59:10.5","NZ-MB?","74.20000","51.60000","","","","","","A","WR","3250","","","","3250","4.60","","","TN","","A","","2,3,aa"
"173","1962","167","1962","SEP","18","08:29:02.7","NZ-MB?","73.20000","54.70000","","","2000","","","A","WR","1350","","","","1350","4.30","","","TN","","A","","2,3,aa"
